,city,decade,Income ($)
3753, Americas,19,9000
3754,Suva,1950,9300
3755, Caribbean,21,9300
3756,El-Aaiun,1930,9000
3757,Dakar,19,24100
3758,Athens,1920,22200
3759,Cockburn Town,1900,9000
3760,Port Vila,1900,9000
3761,Warsaw,1930,12400
3762,George Town,1930,9300
3763,Yaounde,19,3100
3764,Baku,1900,6500
3765,Jamestown,19,12400
3766,Phnom Penh,1910,9300
3767,Vatican City,1810,11600
3768, Americas,19,9000
3769,Riga,1920,9000
3770, Europe,19,25800
3771,Banjul,1880,9000
3772,Tripolis,1960,9300
3773,Colombo,1940,22200
3774,Bamako,1880,3100
3775, Asia,19,9300
3776, Americas,19,12400
3777,San Juan,20,24100
3778,Amsterdam,1940,34400
3779,Nassau,1920,5400
3780,Pretoria,1920,12400
3781, Asia,19,6500
3782, Europe,20,3100
3783,Grytviken,1890,20900
3784,Dodoma,19,9000
3785,Ouagadougou,1930,6500
3786, Europe,19,9000
3787,Nuuk,1950,34400
3788,Berlin,1890,20900
3789, Asia,19,20900
3790, Europe,19,6500
3791,Pristina,1880,9000
3792,Ljubljana,1910,22200
3793,Yaren,1930,6500
3794,Nouakchott,1940,5400
3795,Lome,1880,11600
3796,Yerevan,1930,11600
3797,Asmara,1900,5400
3798,Manama,1920,17200
3799,San Salvador,1950,9000
3800,Nouakchott,20,3100
3801,Majuro,1900,9000
3802,Podgorica,1870,22200
3803,Doha,1940,20900
3804,Monaco,1900,38600
3805,Apia,1910,9300
3806,Flying Fish Cove,1940,5400
3807,Tbilisi,20,22200
3808,Athens,1890,38600
3809,Juba,1970,9000
3810,Belgrade,1950,9300
3811,Kigali,1920,9300
3812,Libreville,19,9300
3813,Gustavia,1810,9300
3814,Jamestown,1910,24100
3815,Moroni,1920,12400
3816,Minsk,1900,9300
3817,Bandar Seri Begawan,1950,9000
3818,Gaborone,1920,12400
3819,Hanoi,1900,9300
3820,Jamestown,1920,20900
3821,Pretoria,20,5400
3822,Grytviken,1930,9300
3823,Suva,1890,22200
3824,Budapest,1890,9300
3825,Conakry,19,25800
3826,Grytviken,1940,11600
3827,Brussels,1940,9000
3828,Brasilia,1920,5400
3829,Monrovia,1920,9000
3830,Maseru,1880,9000
3831,Amman,1880,9300
3832,Podgorica,1930,9300
3833,Algiers,1890,11600
3834, Americas,19,24100
3835, Europe,19,9000
3836,Palikir,1910,22200
3837, Southern Europe,18,6500
3838,Dhaka,20,24100
3839,Kinshasa,1910,20900
3840, Europe,20,22200
3841,Port Vila,1950,11600
3842,Jamestown,1940,5400
3843,Lilongwe,1870,11600
3844,Oranjestad,1940,17200
3845,Mariehamn,1930,17200
3846,Accra,1900,11600
3847, Asia,19,3100
3848, Asia,19,24100
3849,Ouagadougou,1870,5400
3850,Kabul,1930,24100
3851,Addis Ababa,1950,11600
3852,Belgrade,1920,24100
3853,Torshavn,1910,9000
3854,East Jerusalem,1930,38600
3855,Prague,1940,34400
3856,Buenos Aires,1920,12400
3857, Asia,19,9300
3858,Antananarivo,1930,9300
3859,Kathmandu,1930,9000
3860,Ulan Bator,1940,11600
3861,Podgorica,1930,11600
3862,Monaco,1900,3100
3863,Bangui,1890,9300
3864,Hanoi,1900,9300
3865,Jamestown,1910,42800
3866,Prague,1940,5400
3867,Andorra la Vella,1880,9000
3868,Saipan,1930,9000
3869,Bogota,1930,9000
3870,Ouagadougou,1930,9300
3871,Mata Utu,1920,5400
3872,Kabul,1900,38600
3873,Brazzaville,1920,24100
3874,Islamabad,1900,39500
3875,Torshavn,1910,12400
3876,Apia,1920,9300
3877,Papeete,19,11600
3878,Baghdad,20,20900
3879,Mariehamn,1930,9300
3880,Antananarivo,1940,12400
3881,Road Town,1920,22200
3882,Victoria,1900,9300
3883, Asia,19,11600
3884, Asia,19,22200
3885,Juba,19,17200
3886,Monaco,1950,39500
3887,Beijing,1920,3100
3888,Washington,1940,20900
3889,Washington,1940,9000
3890,St. John's,1940,6500
3891,Melekeok,1920,11600
3892,Avarua,1920,12400
3893,Hamilton,1920,20900
3894,San Marino,1930,17200
3895,Banjul,19,11600
3896,Longyearbyen,1940,12400
3897,Tarawa,1900,38600
3898,Honiara,1930,17200
3899,Seoul,1850,24100
3900,Funafuti,1940,17200
3901,Banjul,1900,17200
3902,Djibouti,20,20900
3903,Baghdad,1900,6500
3904,Port-aux-Francais,1880,9300
3905,Plymouth,1880,25800
3906,Reykjavik,1950,6500
3907,Stockholm,1920,5400
3908, Americas,19,12400
3909,West Island,1930,17200
3910,Hagatna,1930,25800
3911,Reykjavik,1890,22200
3912, Europe,19,20900
3913, Europe,19,39500
3914,Singapur,20,9300
3915,Flying Fish Cove,1920,12400
3916,Castries,1920,9000
3917,Bandar Seri Begawan,1930,5400
3918,Kathmandu,1940,11600
3919,Tehran,1950,20900
3920,Melekeok,19,12400
3921,Saint-Denis,20,22200
3922, Americas,19,20900
3923, Americas,19,12400
3924, Oceania,20,22200
3925,Vientiane,1900,17200
3926, Asia,19,17200
3927, Europe,19,3100
3928,Dublin,1950,9300
3929,Apia,19,12400
3930,Abu Dhabi,1940,11600
3931,Luxembourg,1930,24100
3932,Washington,1910,39500
3933,Yamoussoukro,1910,9000
3934,Vaduz,1900,20900
3935,Tbilisi,1940,11600
3936,Tunis,1940,12400
3937,Basseterre,1860,34400
3938,Nairobi,19,17200
3939,Amsterdam,1920,20900
3940,Bujumbura,1920,24100
3941,Tirana,1890,20900
3942,Port Vila,1920,22200
3943,Reykjavik,1920,12400
3944,Bamako,1890,9300
3945,Moscow,1940,9300
3946,Belgrade,1910,25800
3947,Sarajevo,1960,9300
3948,Kiev,1900,17200
3949,Port-aux-Francais,1920,25800
3950, Americas,19,11600
3951, Americas,19,9300
3952,Belgrade,1920,9000
3953,Palikir,1930,9000
3954,Kuala Lumpur,1910,9300
3955,Kinshasa,1930,11600
3956,Tbilisi,20,5400
3957,Funafuti,1930,11600
3958,Bujumbura,1910,3100
3959,Kigali,1900,20900
3960,Port Louis,19,20900
3961,Yaounde,1930,3100
3962, Europe,19,9300
3963,Amman,1930,9000
3964,Juba,1910,22200
3965,The Valley,1860,9000
3966,Georgetown,20,25800
3967, Americas,19,6500
3968, Europe,19,9300
3969,Santo Domingo,2000,9300
3970,Hong Kong,1930,9300
3971,Abu Dhabi,1920,5400
3972,Ouagadougou,20,9300
3973,Hanoi,1880,20900
3974,Willemstad,1900,43100
3975,Alofi,1940,9000
3976,Santo Domingo,1920,25800
3977,Asuncion,1910,11600
3978,Khartoum,20,9300
3979,Bamako,1910,11600
3980,Sucre,1910,24100
3981,Lima,1920,24100
3982,Malabo,1900,9000
3983,Hong Kong,1930,39500
3984,Bamako,1950,11600
3985, Europe,19,9300
3986,Mogadishu,1890,42800
3987,Baghdad,1900,9300
3988,Managua,1930,5400
3989, Oceania,20,9300
3990, Micronesia,21,9300
3991,Astana,1880,9300
3992,Wellington,1880,9300
3993,Kingston,1900,6500
3994,San Juan,20,24100
3995,Nuuk,1900,12400
3996,San Jose,1880,9000
3997,Moroni,20,22200
3998,Doha,1940,39500
3999,Tallinn,1950,5400
4000,Luxembourg,1930,17200
4001,Saint-Pierre,1940,24100
4002,Kuala Lumpur,1920,22200
4003, Europe,20,12400
4004,Managua,1930,11600
4005,Port Louis,1940,11600
4006,Riga,1910,17200
4007,Port of Spain,20,9300
4008,Sofia,1920,12400
4009,Lilongwe,1900,22200
4010,Saint Helier,1930,6500
4011,Grytviken,1960,5400
4012,Saipan,1900,38600
4013,Dakar,1910,6500
4014,Santo Domingo,1890,9300
4015,Accra,1900,9000
4016,Stockholm,1920,22200
4017,Jamestown,1930,11600
4018,Bangkok,1920,3100
4019,Warsaw,1930,25800
4020,Hanoi,1930,24100
4021,Panama City,1930,6500
4022,Belgrade,1890,9300
4023,Stockholm,1880,22200
4024,Castries,1900,9000
4025, Oceania,20,9300
4026,Male,1940,20900
4027,Mamoudzou,1920,20900
4028,Lome,1920,22200
4029,Baku,20,3100
4030,Lusaka,1930,12400
4031,Niamey,1900,22200
4032,Havana,1940,9000
4033,Nouakchott,1920,17200
4034,Mamoudzou,19,24100
4035,Mbabane,1950,11600
4036,Diego Garcia,19,12400
4037,Andorra la Vella,1900,3100
4038,Port of Spain,1890,12400
4039,Niamey,1940,17200
4040,Beijing,1920,9300
4041, Europe,19,12400
4042,Victoria,1930,6500
4043,Windhoek,19,9000
4044,Melekeok,1900,22200
4045, Africa,18-21,20900
4046,Berlin,1930,9000
4047,Gaborone,19,11600
4048,Basseterre,1950,12400
4049,Cockburn Town,1930,12400
4050,Wellington,1940,9300
4051,Kigali,1890,9300
4052,Rome,1940,9300
4053,The Valley,1920,22200
4054, Asia,19,24100
4055,Nuku'alofa,1910,24100
4056,Melekeok,1920,11600
4057,Alofi,1900,20900
4058, Europe,20,12400
4059,Belmopan,1910,20900
4060,Canberra,1930,34400
4061,Riyadh,1920,9300
4062,Manama,1880,20900
4063,Noumea,1950,9300
4064,London,1910,9300
4065, Asia,19,5400
4066,Port of Spain,1940,9300
4067,Tokyo,1930,11600
4068,Majuro,19,9000
4069,Bamako,1880,20900
4070,Ouagadougou,1890,5400
4071, Southern Asia,21,5400
4072,Road Town,1940,24100
4073,Caracas,1920,24100
4074,Madrid,1930,24100
4075, Americas,19,9300
4076,Kabul,1910,3100
4077, Europe,19,11600
4078,Moscow,1940,11600
4079,Conakry,1890,9000
4080, Americas,19,20900
4081,Lilongwe,1900,25800
4082,Grytviken,1940,17200
4083,Chisinau,1910,20900
4084,Windhoek,19,11600
4085,Port-aux-Francais,1890,9300
4086,Lisbon,1920,22200
4087,Nassau,20,6500
4088,Porto-Novo,1940,20900
4089,Kampala,19,9300
4090,Ulan Bator,1900,11600
4091,Bissau,1930,5400
4092, Europe,19,9300
4093,Dhaka,1920,9300
4094,Addis Ababa,1900,12400
4095,Bratislava,1930,9300
4096,Vatican City,1910,25800
4097,Reykjavik,1890,12400
4098, Europe,19,9000
4099,Port of Spain,1920,6500
4100,Canberra,19,9300
4101, Europe,19,17200
4102,Juba,1930,6500
4103,Andorra la Vella,1900,9000
4104,Warsaw,1920,9300
4105, Asia,19,12400
4106, Southern Europe,18,9000
4107,Port Vila,1910,20900
4108,Gaborone,1930,9300
4109,Prague,1940,11600
4110,Montevideo,1930,12400
4111,Lisbon,1890,5400
4112,Roseau,1890,9300
4113,Ljubljana,1920,6500
4114, Americas,19,3100
4115, Europe,19,5400
4116,Doha,1930,6500
4117,Charlotte Amalie,1940,11600
4118, Europe,19,34400
4119,Suva,1900,6500
4120, Oceania,20,5400
4121,Freetown,1940,11600
4122, Asia,19,17200
4123,Adamstown,1910,9300
4124,Islamabad,1920,11600
4125,Funafuti,1930,9000
4126,Rome,1930,34700
4127,Yerevan,1880,12400
4128,Baghdad,1920,9300
4129,Male,1890,12400
4130, Asia,19,9300
4131,Santo Domingo,1890,20900
4132,Djibouti,19,17200
4133,Yerevan,1930,17200
4134,Victoria,1920,12400
4135,Porto-Novo,1930,17200
4136,Diego Garcia,1910,20900
4137, Asia,19,38600
4138,Tashkent,1900,24100
4139,Saint-Pierre,1910,25800
4140,Dhaka,1920,6500
4141,Palikir,1920,9300
4142, Europe,19,9300
4143,Doha,20,9000
4144,Sucre,1930,9000
4145,Dakar,1930,34400
4146, Southern Europe,21,34700
4147,Brussels,1940,5400
4148,Yaounde,1930,20900
4149,Lome,1900,9300
4150,Luxembourg,1910,24100
4151, Europe,20,9000
4152, Americas,19,9000
4153,Thimphu,1860,9000
4154,San Jose,1900,34700
4155,Melekeok,1940,9300
4156,Male,1880,22200
4157,Tallinn,1920,9000
4158,Basse-Terre,1890,11600
4159,Flying Fish Cove,1930,12400
4160,Santo Domingo,2000,12400
4161, Americas,19,12400
4162,Riga,1930,9000
4163,Bern,1940,11600
4164, Europe,20,6500
4165,Plymouth,1980,25800
4166,Diego Garcia,1900,11600
4167,Rome,1920,22200
4168,Manama,1940,25800
4169,Dili,1920,5400
4170, Oceania,20,22200
4171,Papeete,19,17200
4172,Victoria,1930,9000
4173,Mexico City,1930,5400
4174,Canberra,1930,9300
4175,Taipei,20,20900
4176,Rome,1950,6500
4177,Victoria,1910,5400
4178,St Peter Port,1920,9300
4179,Antananarivo,1940,3100
4180,St. John's,1940,24100
4181,Hong Kong,1900,20900
4182,Tarawa,1930,22200
4183,Sofia,1930,9300
4184, Americas,19,22200
4185,Lome,1890,9300
4186,Mbabane,1940,9300
4187,Grytviken,1920,17200
4188,Madrid,1890,17200
4189,Marigot,1890,9300
4190,Macao,20,6500
4191,Kralendijk,1920,20900
4192,Nicosia,1920,34700
4193,Seoul,1890,22200
4194,Athens,1920,11600
4195,Santo Domingo,1890,6500
4196,Libreville,1920,6500
4197,Belmopan,1940,20900
4198,Tarawa,1940,34700
4199,Port Vila,1910,38600
4200,Berlin,1910,24100
4201,Victoria,1890,11600
4202,San Jose,1920,43100
4203,Paramaribo,1940,9000
4204,Willemstad,1930,9000
4205,Abuja,1880,20900
4206,Nuuk,1880,17200
4207, Americas,19,9000
4208,Accra,1950,9300
4209,Vientiane,1930,3100
4210,Saint-Pierre,1940,17200
4211,Port Moresby,1940,20900
4212,Moroni,1900,5400
4213,Athens,1900,6500
4214,Bamako,1940,9300
4215,Vilnius,1940,9300
4216, Asia,19,9300
4217,Papeete,1900,34700
4218,Nuku'alofa,1920,11600
4219,Djibouti,19,12400
4220,Kralendijk,1930,43100
4221,Guatemala City,1900,9300
4222, Asia,19,6500
4223,Damascus,1930,34700
4224, Asia,19,5400
4225,Kinshasa,1940,9300
4226,St. George's,1910,20900
4227, Americas,19,6500
4228,Apia,1920,39500
4229,Antananarivo,1930,5400
4230,El-Aaiun,1890,20900
4231,Sao Tome,20,9300
4232,Accra,20,6500
4233, Oceania,20,12400
4234,Stockholm,1920,24100
4235,Monaco,1880,9000
4236,Malabo,1870,34700
4237, Asia,19,9300
4238,Lima,1940,9300
4239,Colombo,20,9300
4240,Kingston,1890,11600
4241,Kigali,1940,22200
4242,Moscow,1930,12400
4243,Nicosia,1930,9300
4244,Beijing,1930,9300
4245,Basse-Terre,1930,17200
4246,Kuala Lumpur,1960,9000
4247,Gaborone,1930,17200
4248,Ottawa,1950,9000
4249,Pristina,1940,20900
4250,Melekeok,1940,11600
4251,Vienna,1900,25800
4252,Road Town,1930,9000
4253,Bangui,1930,9300
4254,Kampala,1950,25800
4255,Melekeok,1930,11600
4256,Yamoussoukro,1890,34400
4257, Americas,19,17200
4258,Nuku'alofa,21,5400
4259,Yamoussoukro,1910,34400
4260,Hamilton,1900,12400
4261,Brasilia,1910,12400
4262,Pyongyang,1890,11600
4263,Yaren,1870,9000
4264,Roseau,1910,9000
4265, Americas,19,11600
4266,Pyongyang,1940,11600
4267,Palikir,1940,5400
4268,Lima,1920,9300
4269,Tbilisi,1890,9000
4270,Tripolis,19,17200
4271,Ljubljana,1870,3100
4272,Port Vila,1930,5400
4273,Islamabad,1900,9300
4274,Porto-Novo,1900,5400
4275,Gustavia,1930,9300
4276, Polynesia,21,9000
4277,Lusaka,1920,9300
4278,Castries,1900,3100
4279,Damascus,1920,24100
4280,Hanoi,1920,11600
4281,Wellington,19,9300
4282,Minsk,1920,11600
4283,Guatemala City,1900,22200
4284,Torshavn,1920,22200
4285,Ottawa,1920,6500
4286,Gaborone,1940,12400
4287, Europe,20,11600
4288,Ouagadougou,20,11600
4289,The Valley,1910,5400
4290,Maputo,1910,34400
4291,Dili,1940,11600
4292,Addis Ababa,19,6500
4293,Tarawa,19,9300
4294,Kabul,1940,9300
4295,Rome,1930,24100
4296, Southern Europe,21,20900
4297,Dublin,1910,9300
4298, Oceania,20,34400
4299, Oceania,20,9300
4300,Ulan Bator,1930,9300
4301,Sanaa,1940,9300
4302, Europe,20,9000
4303,East Jerusalem,1930,25800
4304,Djibouti,20,12400
4305,Taipei,20,12400
4306,Tallinn,1920,22200
4307,Abuja,20,17200
4308,Yerevan,1930,20900
4309,Asmara,1940,9300
4310,Dhaka,1940,9000
4311,Windhoek,1910,12400
4312,Managua,1930,9000
4313,George Town,1900,5400
4314, Europe,19,11600
4315,Kigali,1940,6500
4316, Americas,19,17200
4317,Rabat,20,24100
4318,Skopje,1940,17200
4319,Bangui,19,11600
4320,Doha,20,12400
4321, Americas,19,20900
4322, Europe,19,43100
4323,Grytviken,1890,20900
4324, Asia,19,24100
4325,Zagreb,1920,6500
4326, Northern Europe,18,34400
4327,Port-aux-Francais,20,17200
4328, Asia,19,43100
4329,The Valley,1900,11600
4330,Oranjestad,1930,34700
4331,Juba,1910,9300
4332,Tarawa,1920,42800
4333,Montevideo,1930,9300
4334,Chisinau,1900,25800
4335, Europe,19,9000
4336,Asmara,20,42800
4337,Vientiane,1890,43100
4338,Sao Tome,1950,9300
4339, Asia,19,17200
4340, Americas,19,24100
4341,Port-au-Prince,1910,20900
4342, Americas,19,5400
4343, Asia,19,24100
4344, Europe,19,9300
4345,Marigot,1900,17200
4346,Quito,1930,42800
4347,Freetown,1930,9300
4348,Basse-Terre,1930,22200
4349,Yerevan,1910,17200
4350,Bishkek,1930,20900
4351,Riyadh,20,11600
4352,Dodoma,1930,6500
4353, Europe,19,9000
4354,Dodoma,20,43100
4355,Kuala Lumpur,1920,20900
4356,Singapur,1920,9300
4357,Praia,1970,6500
4358,Addis Ababa,1930,5400
4359,Melekeok,1810,6500
4360, Americas,19,9300
4361,Kampala,20,9000
4362,Gibraltar,1920,11600
4363,Alofi,19,12400
4364,Gaborone,19,17200
4365,Lilongwe,1940,9300
4366,Skopje,1840,9000
4367,Ljubljana,1940,24100
4368,Yaounde,1940,6500
4369,Stanley,1910,9300
4370,Jerusalem,1920,9300
4371,Yaren,19,22200
4372,Banjul,1920,17200
4373,Malabo,1930,12400
4374, Asia,19,11600
4375,Tunis,1920,34400
4376,Oslo,1940,9300
4377,Luanda,19,9300
4378,Berlin,1900,3100
4379,San Marino,1880,11600
4380,Dakar,1920,11600
4381, Americas,19,34700
4382,San Salvador,1910,20900
4383,Basseterre,1920,5400
4384, Americas,19,17200
4385,Riyadh,1940,9300
4386,Abuja,1880,9300
4387,Nicosia,1930,3100
4388,Budapest,1920,12400
4389,Port Moresby,1890,3100
4390,Kingston,1930,11600
4391, Americas,19,17200
4392,Belmopan,1930,43100
4393, Americas,19,22200
4394,Ottawa,1900,6500
4395,Yamoussoukro,1940,25800
4396,Jamestown,1910,17200
4397,Manama,1900,9300
4398,West Island,1930,17200
4399, Asia,19,9000
4400,Moroni,19,34400
4401,Macao,20,11600
4402,Adamstown,1920,3100
4403,Ottawa,1900,9300
4404,Stanley,1930,34700
4405,Port Moresby,1890,6500
4406,Mexico City,1900,3100
4407,Lusaka,1930,17200
4408,Belgrade,1920,5400
4409,Abuja,19,17200
4410,Porto-Novo,1910,17200
4411,Manama,1880,34400
4412,Asmara,19,9300
4413,N'Djamena,1880,9000
4414, Southern Europe,18,12400
4415,Saint-Denis,1920,9300
4416,Brazzaville,1890,9300
4417,Bangui,1890,43100
4418,Malabo,19,24100
4419,Valletta,1930,9000
4420,Canberra,1930,12400
4421,Nouakchott,1930,12400
4422,Basse-Terre,1920,9000
4423, Americas,19,9000
4424,Nassau,1930,17200
4425,Cockburn Town,1940,9000
4426,Ankara,1890,9300
4427,Stanley,1930,11600
4428,Jerusalem,1920,9300
4429,Washington,1920,9000
4430,Sucre,1880,11600
4431,Brussels,1920,5400
4432,Islamabad,1880,17200
4433,Pyongyang,1920,9300
4434,Freetown,19,5400
4435,Monrovia,1950,9300
4436, Asia,19,9300
4437,Palikir,1940,9000
4438,Plymouth,1910,24100
4439,Dhaka,20,11600
4440,Port of Spain,1900,17200
4441, Europe,19,9300
4442,East Jerusalem,1890,6500
4443, Asia,19,42800
4444, Americas,19,12400
4445, Americas,19,24100
4446,Maputo,20,9300
4447,Banjul,1940,9300
4448, Europe,20,12400
4449,Malabo,19,12400
4450,Nuku'alofa,1930,5400
4451,Noumea,1890,9300
4452,El-Aaiun,1930,22200
4453, Asia,19,12400
4454,Valletta,1920,22200
4455, Americas,19,24100
4456,N'Djamena,19,9000
4457,Saipan,19,9000
4458,Abuja,1920,5400
4459,Willemstad,1930,12400
4460, Asia,19,5400
4461,Noumea,1890,20900
4462, South-Eastern Asia,20,20900
4463,Avarua,1860,3100
4464,Lima,1930,11600
4465,Dublin,1900,22200
4466,Kinshasa,1880,9000
4467,Bern,1920,17200
4468, Southern Europe,21,9300
4469,Nicosia,1920,9300
4470, Europe,20,9000
4471,Tripolis,20,3100
4472,Tashkent,1900,24100
4473,Tarawa,1890,22200
4474, Europe,19,11600
4475,West Island,1930,12400
4476,Brazzaville,19,9300
4477,Riyadh,1930,49000
4478,Georgetown,1930,12400
4479,Port-aux-Francais,20,20900
4480,Lome,1940,12400
4481, Americas,19,6500
4482, Oceania,20,9000
4483,Skopje,1920,9000
4484,Maputo,1930,20900
4485,Vienna,1930,20900
4486,Roseau,1920,11600
4487,Cockburn Town,1900,9300
4488, Micronesia,18,9000
4489,Helsinki,1880,9000
4490,Bogota,1910,22200
4491,Bamako,1950,12400
4492,Marigot,1930,5400
4493,Dushanbe,1900,17200
4494,Tunis,1910,9000
4495,Mogadishu,1930,9300
4496,Astana,20,20900
4497, Americas,19,5400
4498,West Island,1860,12400
4499,Port-aux-Francais,1880,22200
4500,Bamako,1880,6500
4501,Sucre,1920,22200
4502,Bratislava,1940,9000
4503,Windhoek,1940,12400
4504,Washington,1940,17200
4505,Gaborone,1910,12400
4506, Oceania,20,9300
4507, Americas,19,9300
4508,Port Moresby,19,5400
4509,Sucre,1940,38600
4510,Basseterre,1900,6500
4511,N'Djamena,1900,20900
4512,Bratislava,1910,6500
4513,Budapest,1920,25800
4514,Sofia,1920,17200
4515,Victoria,1940,5400
4516,Moscow,1930,3100
4517, Oceania,20,11600
4518,Lima,1900,22200
4519,Bishkek,20,9300
4520,Nuuk,1910,12400
4521,Phnom Penh,1930,6500
4522,Bangui,1940,5400
4523,Dushanbe,1870,9000
4524,Porto-Novo,1970,12400
4525, Asia,19,12400
4526, Europe,19,9300
4527,Honiara,19,9300
4528, Asia,19,20900
4529,Kuala Lumpur,1900,9300
4530,Jamestown,1960,24100
4531, Europe,19,9000
4532,Nuuk,1920,9000
4533,Funafuti,1920,9300
4534, Central America,20,9300
4535, Americas,19,9300
4536,Basseterre,1880,9000
4537,Longyearbyen,1930,9300
4538,Reykjavik,1920,5400
4539,Doha,1940,9300
4540,Brazzaville,1890,9300
4541,Gustavia,1950,11600
4542,Saipan,1930,9300
4543, Europe,20,20900
4544,Dhaka,1920,12400
4545,Paris,1910,20900
4546, Americas,19,20900
4547, Asia,19,20900
4548,Gibraltar,1970,20900
4549,Bridgetown,20,25800
4550,Plymouth,1920,9000
4551,Muscat,20,5400
4552,Oslo,1940,9300
4553,Apia,1940,6500
4554,Basseterre,1930,11600
4555,Vientiane,1930,9000
4556,Chisinau,1910,9300
4557,Lusaka,19,17200
4558, Asia,19,11600
4559,Beijing,1880,17200
4560,Libreville,1920,24100
4561,Monaco,1930,24100
4562,Port Moresby,1910,20900
4563,Plymouth,1880,42800
4564,Dushanbe,20,9300
4565,Philipsburg,1860,11600
4566,Havana,1920,9000
4567,Adamstown,1900,9300
4568,Lome,1940,24100
4569,Ljubljana,1920,3100
4570,Wellington,1880,43100
4571,Santiago,1990,43100
4572, Micronesia,18,9300
4573,Antananarivo,1920,5400
4574,Djibouti,1930,11600
4575,Seoul,1900,6500
4576,Seoul,1900,5400
4577,Asuncion,1920,34700
4578,Tokyo,1940,11600
4579,Baku,1930,17200
4580,Canberra,1950,6500
4581,Brazzaville,1920,22200
4582,Tripolis,1910,20900
4583, Americas,19,9000
4584,Rome,1950,11600
4585,Ulan Bator,1940,17200
4586,Tegucigalpa,1880,22200
4587,Basse-Terre,1930,24100
4588,Praia,1880,9000
4589,Ottawa,1930,12400
4590,Bissau,1950,17200
4591,Honiara,19,11600
4592,Bujumbura,1920,34400
4593,Gustavia,1930,3100
4594,Kinshasa,1920,9000
4595,Vientiane,20,9300
4596,Cayenne,1900,5400
4597,Ulan Bator,1930,11600
4598,Amman,1920,5400
4599,Helsinki,1920,17200
4600,Philipsburg,1940,20900
4601,Victoria,1890,9000
4602, Asia,19,6500
4603,Marigot,1900,9300
4604,Conakry,1930,22200
4605,Bridgetown,1920,11600
4606,Port of Spain,1940,6500
4607,Ljubljana,1940,5400
4608,Majuro,1940,22200
4609,Stanley,1940,9000
4610,Tunis,19,9300
4611,Malabo,1890,12400
4612,Majuro,1920,20900
4613,Montevideo,1930,24100
4614,Sao Tome,19,3100
4615,Tehran,20,9000
4616,Plymouth,1930,39500
4617,Skopje,1930,12400
4618,Guatemala City,1940,11600
4619,New Delhi,1910,9000
4620,Yerevan,1930,9300
4621,Maputo,1920,3100
4622,Yamoussoukro,1920,9000
4623,Nouakchott,1930,9300
4624,Helsinki,1950,9300
4625,Guatemala City,1910,11600
4626,Monrovia,1930,9000
4627,Noumea,1940,22200
4628,Freetown,1900,9300
4629,Bridgetown,1940,42800
4630, Oceania,20,20900
4631,Lisbon,1930,11600
4632,Andorra la Vella,1950,9300
4633,Port-au-Prince,1930,9300
4634,Lusaka,1920,11600
4635,Brazzaville,19,11600
4636,Saint-Denis,1920,3100
4637, Europe,20,24100
4638,Colombo,20,5400
4639,Bujumbura,1940,11600
4640,Nay Pyi Taw,1910,9300
4641,Conakry,1930,17200
4642,Georgetown,1940,9300
4643,Yamoussoukro,1920,3100
4644,Warsaw,1950,25800
4645,Kampala,1920,9300
4646,Melekeok,1930,12400
4647,Bangui,1890,6500
4648,Dili,1930,24100
4649,Bandar Seri Begawan,1900,42800
4650,Praia,1930,17200
4651,Jamestown,1910,6500
4652,Melekeok,19,9300
4653, Europe,19,9300
4654,San Jose,1900,9300
4655,Bamako,1920,9000
4656,Hagatna,1920,12400
4657,Astana,1880,20900
4658,Pristina,1890,24100
4659,Victoria,1910,9000
4660,Damascus,1900,5400
4661,Male,1950,12400
4662, Americas,19,9300
4663,Podgorica,1870,5400
4664,Sao Tome,20,9300
4665,Minsk,1960,12400
4666,Berlin,1930,12400
4667,Hanoi,1880,5400
4668,Moroni,20,6500
4669,Abuja,1970,6500
4670,Moroni,19,17200
4671,Libreville,1880,11600
4672,Saint-Denis,20,3100
4673,Pristina,1880,11600
4674,Hagatna,1940,5400
4675, Caribbean,21,20900
4676,Victoria,1890,22200
4677,Asmara,1950,11600
4678,Asuncion,1890,9300
4679,Pago Pago,1920,6500
4680,Asmara,19,12400
4681,Seoul,1890,20900
4682,Porto-Novo,1920,9300
4683,Asmara,1900,22200
4684,Seoul,20,11600
4685,Kabul,1920,6500
4686,Pristina,1890,12400
4687,Tripolis,19,6500
4688,Hagatna,19,5400
4689,Nassau,1940,20900
4690, Americas,19,11600
4691,Basseterre,1920,34400
4692,Grytviken,1930,9300
4693,Willemstad,1880,9300
4694,Pago Pago,19,6500
4695, Americas,19,25800
4696,Sanaa,1950,12400
4697,Helsinki,1930,38600
4698,Brasilia,1890,12400
4699,Diego Garcia,1920,17200
4700,El-Aaiun,1940,17200
4701,Warsaw,1910,9000
4702,Athens,1930,11600
4703,Prague,1940,45500
4704,London,1900,9300
4705,Buenos Aires,1890,11600
4706,West Island,19,12400
4707,Hamilton,1910,9300
4708,Bujumbura,1930,9300
4709,Kingstown,1940,12400
4710, Americas,19,17200
4711,Bishkek,1950,9300
4712,Rome,1940,6500
4713, Europe,19,25800
4714, Southern Africa,21,6500
4715,Basse-Terre,20,6500
4716,Saint-Pierre,1910,43100
4717,Dodoma,1940,17200
4718,Ulan Bator,1910,11600
4719, Europe,19,6500
4720, Europe,19,11600
4721,Mexico City,1880,17200
4722,Adamstown,1890,20900
4723,Marigot,1890,9300
4724,Beijing,1920,9300
