,city,year,Income ($)
4115, Romania,19,5400
4116, Qatar,20,6500
4117,Charlotte Amalie,1940,11600
4118, Belarus,19,34400
4119,Suva,1900,6500
4120, Kiribati,20,5400
4121, Sierra Leone,20,11600
4122, Bangladesh,19,17200
4123, Pitcairn Island,20,9300
4124, Pakistan,20,11600
4125,Funafuti,1930,9000
4126,Rome,1930,34700
4127, Armenia,19,12400
4128, Iraq,20,9300
4129, Maldives,19,12400
4130, Palestinian Territory Occupied,19,9300
4131, Dominican Republic,19,20900
4132, Djibouti,19,17200
4133,Yerevan,1930,17200
4134, Seychelles,20,12400
4135,Porto-Novo,1930,17200
4136, British Indian Ocean Territory,20,20900
4137, India,19,38600
4138, Uzbekistan,20,24100
4139, Saint Pierre and Miquelon,20,25800
4140,Dhaka,1920,6500
4141, Micronesia,20,9300
4142, Aland Islands,19,9300
4143, Qatar,20,9000
4144, Bolivia,20,9000
4145,Dakar,1930,34400
4146, Europe,21,34700
4147, Belgium,20,5400
4148,Yaounde,1930,20900
4149, Togo,20,9300
4150, Luxembourg,20,24100
4151, Man (Isle of),20,9000
4152, Virgin Islands (US),19,9000
4153, Bhutan,19,9000
4154, Costa Rica,20,34700
4155,Melekeok,1940,9300
4156, Maldives,19,22200
4157, Estonia,20,9000
4158, Guadeloupe,19,11600
4159, Christmas Island,20,12400
4160, Caribbean,21,12400
4161, Saint Kitts And Nevis,19,12400
4162,Riga,1930,9000
4163,Bern,1940,11600
4164, Serbia,20,6500
4165, Montserrat,20,25800
4166,Diego Garcia,1900,11600
4167,Rome,1920,22200
4168, Bahrain,20,25800
4169, East Timor,20,5400
4170, New Caledonia,20,22200
4171, French Polynesia,19,17200
4172, Seychelles,20,9000
4173,Mexico City,1930,5400
4174,Canberra,1930,9300
4175, Taiwan,20,20900
4176, Italy,20,6500
4177, Seychelles,20,5400
4178, Guernsey and Alderney,20,9300
4179,Antananarivo,1940,3100
4180, Antigua And Barbuda,20,24100
4181, Hong Kong S.A.R.,20,20900
4182,Tarawa,1930,22200
4183,Sofia,1930,9300
4184, Virgin Islands (US),19,22200
4185, Togo,19,9300
4186,Mbabane,1940,9300
4187, South Georgia,20,17200
4188, Spain,19,17200
4189, Saint-Martin (French part),19,9300
4190, Macau S.A.R.,20,6500
4191," Bonaire, Sint Eustatius and Saba",20,20900
4192, Cyprus,20,34700
4193, Korea South,19,22200
4194,Athens,1920,11600
4195, Dominican Republic,19,6500
4196, Gabon,20,6500
4197, Belize,20,20900
4198, Kiribati,20,34700
4199, Vanuatu,20,38600
4200, Germany,20,24100
4201, Seychelles,19,11600
4202, Costa Rica,20,43100
4203, Suriname,20,9000
4204,Willemstad,1930,9000
4205, Nigeria,19,20900
4206, Greenland,19,17200
4207, Aruba,19,9000
4208, Ghana,20,9300
4209, Laos,20,3100
4210,Saint-Pierre,1940,17200
4211, Papua new Guinea,20,20900
4212, Comoros,20,5400
4213, Greece,20,6500
4214, Mali,20,9300
4215, Lithuania,20,9300
4216, Turkmenistan,19,9300
4217, French Polynesia,20,34700
4218,Nuku'alofa,1920,11600
4219, Djibouti,19,12400
4220,Kralendijk,1930,43100
4221, Guatemala,20,9300
4222, Nepal,19,6500
4223, Syria,20,34700
4224, Japan,19,5400
4225,Kinshasa,1940,9300
4226, Grenada,20,20900
4227, Dominican Republic,19,6500
4228, Samoa,20,39500
4229, Madagascar,20,5400
4230, Western Sahara,19,20900
4231, Sao Tome and Principe,20,9300
4232, Ghana,20,6500
4233, Niue,20,12400
4234,Stockholm,1920,24100
4235, Monaco,19,9000
4236, Equatorial Guinea,19,34700
4237, Iran,19,9300
4238,Lima,1940,9300
4239, Sri Lanka,20,9300
4240,Kingston,1890,11600
4241,Kigali,1940,22200
4242,Moscow,1930,12400
4243,Nicosia,1930,9300
4244, China,20,9300
4245,Basse-Terre,1930,17200
4246, Malaysia,20,9000
4247, Botswana,20,17200
4248, Canada,20,9000
4249,Pristina,1940,20900
4250,Melekeok,1940,11600
4251, Austria,20,25800
4252,Road Town,1930,9000
4253,Bangui,1930,9300
4254, Uganda,20,25800
4255, Palau,20,11600
4256, Cote D'Ivoire (Ivory Coast),19,34400
4257, Greenland,19,17200
4258, Oceania,21,5400
4259,Yamoussoukro,1910,34400
4260, Bermuda,20,12400
4261, Brazil,20,12400
4262,Pyongyang,1890,11600
4263, Nauru,19,9000
4264,Roseau,1910,9000
4265, Grenada,19,11600
4266, Korea North,20,11600
4267,Palikir,1940,5400
4268, Peru,20,9300
4269, Georgia,19,9000
4270, Libya,19,17200
4271, Slovenia,19,3100
4272, Vanuatu,20,5400
4273,Islamabad,1900,9300
4274, Benin,20,5400
4275,Gustavia,1930,9300
4276, Oceania,21,9000
4277, Zambia,20,9300
4278, Saint Lucia,20,3100
4279, Syria,20,24100
4280,Hanoi,1920,11600
4281, New Zealand,19,9300
4282,Minsk,1920,11600
4283, Guatemala,20,22200
4284,Torshavn,1920,22200
4285, Canada,20,6500
4286, Botswana,20,12400
4287, Slovakia,20,11600
4288, Burkina Faso,20,11600
4289, Anguilla,20,5400
4290, Mozambique,20,34400
4291,Dili,1940,11600
4292, Ethiopia,19,6500
4293, Kiribati,19,9300
4294, Afghanistan,20,9300
4295,Rome,1930,24100
4296, Europe,21,20900
4297, Ireland,20,9300
4298, Kiribati,20,34400
4299, Northern Mariana Islands,20,9300
4300,Ulan Bator,1930,9300
4301,Sanaa,1940,9300
4302, Iceland,20,9000
4303,East Jerusalem,1930,25800
4304, Djibouti,20,12400
4305, Taiwan,20,12400
4306, Estonia,20,22200
4307, Nigeria,20,17200
4308,Yerevan,1930,20900
4309, Eritrea,20,9300
4310,Dhaka,1940,9000
4311, Namibia,20,12400
4312,Managua,1930,9000
4313, Cayman Islands,20,5400
4314, Ireland,19,11600
4315,Kigali,1940,6500
4316, Norfolk Island,19,17200
4317, Morocco,20,24100
4318,Skopje,1940,17200
4319, Central African Republic,19,11600
4320, Qatar,20,12400
4321, Saint-Barthelemy,19,20900
4322, Svalbard And Jan Mayen Islands,19,43100
4323, South Georgia,19,20900
4324, Oman,19,24100
4325,Zagreb,1920,6500
4326, Northern Europe,18,34400
4327, French Southern Territories,20,17200
4328, United Arab Emirates,19,43100
4329, Anguilla,20,11600
4330,Oranjestad,1930,34700
4331, South Sudan,20,9300
4332, Kiribati,20,42800
4333,Montevideo,1930,9300
4334, Moldova,20,25800
4335, Serbia,19,9000
4336, Eritrea,20,42800
4337, Laos,19,43100
4338,Sao Tome,1950,9300
4339, Kuwait,19,17200
4340, Falkland Islands,19,24100
4341, Haiti,20,20900
4342, South Georgia,19,5400
4343, Yemen,19,24100
4344, Portugal,19,9300
4345,Marigot,1900,17200
4346,Quito,1930,42800
4347, Sierra Leone,20,9300
4348,Basse-Terre,1930,22200
4349, Armenia,20,17200
4350,Bishkek,1930,20900
4351, Saudi Arabia,20,11600
4352,Dodoma,1930,6500
4353, Bosnia and Herzegovina,19,9000
4354, Tanzania,20,43100
4355, Malaysia,20,20900
4356, Singapore,20,9300
4357, Cape Verde,20,6500
4358,Addis Ababa,1930,5400
4359, Palau,19,6500
4360, Cayman Islands,19,9300
4361, Uganda,20,9000
4362, Gibraltar,20,11600
4363, Niue,19,12400
4364, Botswana,19,17200
4365,Lilongwe,1940,9300
4366, Macedonia,19,9000
4367,Ljubljana,1940,24100
4368,Yaounde,1940,6500
4369, Falkland Islands,20,9300
4370,Jerusalem,1920,9300
4371, Nauru,19,22200
4372, Gambia The,20,17200
4373, Equatorial Guinea,20,12400
4374, Lebanon,19,11600
4375, Tunisia,20,34400
4376, Norway,20,9300
4377, Angola,19,9300
4378, Germany,20,3100
4379, San Marino,19,11600
4380,Dakar,1920,11600
4381, Costa Rica,19,34700
4382, El Salvador,20,20900
4383,Basseterre,1920,5400
4384, Colombia,19,17200
4385,Riyadh,1940,9300
4386, Nigeria,19,9300
4387,Nicosia,1930,3100
4388, Hungary,20,12400
4389, Papua new Guinea,19,3100
4390,Kingston,1930,11600
4391, Trinidad And Tobago,19,17200
4392, Belize,20,43100
4393, United States,19,22200
4394, Canada,20,6500
4395, Cote D'Ivoire (Ivory Coast),20,25800
4396,Jamestown,1910,17200
4397, Bahrain,20,9300
4398,West Island,1930,17200
4399, Brunei,19,9000
4400, Comoros,19,34400
4401, Macau S.A.R.,20,11600
4402, Pitcairn Island,20,3100
4403, Canada,20,9300
4404, Falkland Islands,20,34700
4405, Papua new Guinea,19,6500
4406, Mexico,20,3100
4407,Lusaka,1930,17200
4408,Belgrade,1920,5400
4409, Nigeria,19,17200
4410, Benin,20,17200
4411, Bahrain,19,34400
4412, Eritrea,19,9300
4413, Chad,19,9000
4414, Southern Europe,18,12400
4415,Saint-Denis,1920,9300
4416, Congo,19,9300
4417, Central African Republic,19,43100
4418, Equatorial Guinea,19,24100
4419,Valletta,1930,9000
4420,Canberra,1930,12400
4421,Nouakchott,1930,12400
4422,Basse-Terre,1920,9000
4423, South Georgia,19,9000
4424,Nassau,1930,17200
4425, Turks And Caicos Islands,20,9000
4426, Turkey,19,9300
4427, Falkland Islands,20,11600
4428,Jerusalem,1920,9300
4429,Washington,1920,9000
4430, Bolivia,19,11600
4431,Brussels,1920,5400
4432, Pakistan,19,17200
4433, Korea North,20,9300
4434, Sierra Leone,19,5400
4435,Monrovia,1950,9300
4436, Azerbaijan,19,9300
4437,Palikir,1940,9000
4438, Montserrat,20,24100
4439, Bangladesh,20,11600
4440, Trinidad And Tobago,20,17200
4441, Romania,19,9300
4442, Palestinian Territory Occupied,19,6500
4443, India,19,42800
4444, Sint Maarten (Dutch part),19,12400
4445, Belize,19,24100
4446, Mozambique,20,9300
4447, Gambia The,20,9300
4448, Sweden,20,12400
4449, Equatorial Guinea,19,12400
4450,Nuku'alofa,1930,5400
4451, New Caledonia,19,9300
4452,El-Aaiun,1930,22200
4453, Indonesia,19,12400
4454, Malta,20,22200
4455, Panama,19,24100
4456, Chad,19,9000
4457, Micronesia,19,9000
4458,Abuja,1920,5400
4459,Willemstad,1930,12400
4460, Tajikistan,19,5400
4461, New Caledonia,19,20900
4462, Myanmar,20,20900
4463, Cook Islands,19,3100
4464, Peru,20,11600
4465, Ireland,20,22200
4466, Congo The Democratic Republic Of The,19,9000
4467, Switzerland,20,17200
4468, Europe,21,9300
4469, Cyprus,20,9300
4470, Svalbard And Jan Mayen Islands,20,9000
4471, Libya,20,3100
4472, Uzbekistan,20,24100
4473, Kiribati,19,22200
4474, Bosnia and Herzegovina,19,11600
4475,West Island,1930,12400
4476, Congo,19,9300
4477, Saudi Arabia,20,49000
4478, Guyana,20,12400
4479, French Southern Territories,20,20900
4480,Lome,1940,12400
4481, Puerto Rico,19,6500
4482, American Samoa,20,9000
4483,Skopje,1920,9000
4484,Maputo,1930,20900
4485,Vienna,1930,20900
4486,Roseau,1920,11600
4487, Turks And Caicos Islands,20,9300
4488, Micronesia,18,9000
4489, Finland,19,9000
4490, Colombia,20,22200
4491,Bamako,1950,12400
4492, Saint-Martin (French part),20,5400
4493, Tajikistan,20,17200
4494, Tunisia,20,9000
4495,Mogadishu,1930,9300
4496, Kazakhstan,20,20900
4497, Virgin Islands (US),19,5400
4498, Cocos (Keeling) Islands,19,12400
4499, French Southern Territories,19,22200
4500,Bamako,1880,6500
4501,Sucre,1920,22200
4502, Slovakia,20,9000
4503,Windhoek,1940,12400
4504,Washington,1940,17200
4505, Botswana,20,12400
4506, American Samoa,20,9300
4507, Bahamas The,19,9300
4508, Papua new Guinea,19,5400
4509, Bolivia,20,38600
4510, Saint Kitts And Nevis,20,6500
4511, Chad,20,20900
4512, Slovakia,20,6500
4513, Hungary,20,25800
4514,Sofia,1920,17200
4515, Seychelles,20,5400
4516,Moscow,1930,3100
4517, Christmas Island,20,11600
4518,Lima,1900,22200
4519, Kyrgyzstan,20,9300
4520, Greenland,20,12400
4521, Cambodia,20,6500
4522, Central African Republic,20,5400
4523, Tajikistan,19,9000
4524,Porto-Novo,1970,12400
4525, Lebanon,19,12400
4526, United Kingdom,19,9300
4527, Solomon Islands,19,9300
4528, Philippines,19,20900
4529, Malaysia,20,9300
4530, Saint Helena,20,24100
4531, Aland Islands,19,9000
4532, Greenland,20,9000
4533,Funafuti,1920,9300
4534, Honduras,20,9300
4535, Saint-Martin (French part),19,9300
4536, Saint Kitts And Nevis,19,9000
4537, Svalbard And Jan Mayen Islands,20,9300
4538,Reykjavik,1920,5400
4539, Qatar,20,9300
4540, Congo,19,9300
4541,Gustavia,1950,11600
4542,Saipan,1930,9300
4543, Hungary,20,20900
4544,Dhaka,1920,12400
4545,Paris,1910,20900
4546, Turks And Caicos Islands,19,20900
4547, Philippines,19,20900
4548, Gibraltar,20,20900
4549, Barbados,20,25800
4550, Montserrat,20,9000
4551, Oman,20,5400
4552, Norway,20,9300
4553,Apia,1940,6500
4554, Saint Kitts And Nevis,20,11600
4555, Laos,20,9000
4556, Moldova,20,9300
4557, Zambia,19,17200
4558, Sri Lanka,19,11600
4559, China,19,17200
4560, Gabon,20,24100
4561,Monaco,1930,24100
4562, Papua new Guinea,20,20900
4563, Montserrat,19,42800
4564, Tajikistan,20,9300
4565, Sint Maarten (Dutch part),19,11600
4566,Havana,1920,9000
4567, Pitcairn Island,20,9300
4568,Lome,1940,24100
4569, Slovenia,20,3100
4570, New Zealand,19,43100
4571, Chile,20,43100
4572, Micronesia,18,9300
4573, Madagascar,20,5400
4574, Djibouti,20,11600
4575, Korea South,20,6500
4576, Korea South,20,5400
4577, Paraguay,20,34700
4578,Tokyo,1940,11600
4579, Azerbaijan,20,17200
4580, Australia,20,6500
4581,Brazzaville,1920,22200
4582, Libya,20,20900
4583, Argentina,19,9000
4584, Italy,20,11600
4585, Mongolia,20,17200
4586, Honduras,19,22200
4587,Basse-Terre,1930,24100
4588, Cape Verde,19,9000
4589, Canada,20,12400
4590,Bissau,1950,17200
4591, Solomon Islands,19,11600
4592, Burundi,20,34400
4593,Gustavia,1930,3100
4594,Kinshasa,1920,9000
4595, Laos,20,9300
4596, French Guiana,20,5400
4597,Ulan Bator,1930,11600
4598, Jordan,20,5400
4599,Helsinki,1920,17200
4600,Philipsburg,1940,20900
4601, Seychelles,19,9000
4602, Oman,19,6500
4603,Marigot,1900,9300
4604, Guinea,20,22200
4605,Bridgetown,1920,11600
4606, Trinidad And Tobago,20,6500
4607,Ljubljana,1940,5400
4608, Marshall Islands,20,22200
4609,Stanley,1940,9000
4610, Tunisia,19,9300
4611, Equatorial Guinea,19,12400
4612, Marshall Islands,20,20900
4613,Montevideo,1930,24100
4614, Sao Tome and Principe,19,3100
4615, Iran,20,9000
4616, Montserrat,20,39500
4617,Skopje,1930,12400
4618,Guatemala City,1940,11600
4619, India,20,9000
4620,Yerevan,1930,9300
4621, Mozambique,20,3100
4622, Cote D'Ivoire (Ivory Coast),20,9000
4623,Nouakchott,1930,9300
4624,Helsinki,1950,9300
4625, Guatemala,20,11600
4626, Liberia,20,9000
4627,Noumea,1940,22200
4628, Sierra Leone,20,9300
4629,Bridgetown,1940,42800
4630, Christmas Island,20,20900
4631, Portugal,20,11600
4632,Andorra la Vella,1950,9300
4633, Haiti,20,9300
4634, Zambia,20,11600
4635, Congo,19,11600
4636,Saint-Denis,1920,3100
4637, Sweden,20,24100
4638, Sri Lanka,20,5400
4639,Bujumbura,1940,11600
4640,Nay Pyi Taw,1910,9300
4641, Guinea,20,17200
4642,Georgetown,1940,9300
4643, Cote D'Ivoire (Ivory Coast),20,3100
4644, Poland,20,25800
4645, Uganda,20,9300
4646, Palau,20,12400
4647, Central African Republic,19,6500
4648,Dili,1930,24100
4649, Brunei,20,42800
4650,Praia,1930,17200
4651,Jamestown,1910,6500
4652, Palau,19,9300
4653, Europe,19,9300
4654, Costa Rica,20,9300
4655, Mali,20,9000
4656,Hagatna,1920,12400
4657, Kazakhstan,19,20900
4658, Kosovo,19,24100
4659, Seychelles,20,9000
4660, Syria,20,5400
4661,Male,1950,12400
4662, Guyana,19,9300
4663, Montenegro,19,5400
4664, Sao Tome and Principe,20,9300
4665, Belarus,20,12400
4666,Berlin,1930,12400
4667, Vietnam,19,5400
4668, Comoros,20,6500
4669, Nigeria,20,6500
4670, Comoros,19,17200
4671, Gabon,19,11600
4672, Reunion,20,3100
4673, Kosovo,19,11600
4674,Hagatna,1940,5400
4675, Caribbean,21,20900
4676, Seychelles,19,22200
4677, Eritrea,20,11600
4678, Paraguay,19,9300
4679, American Samoa,20,6500
4680, Eritrea,19,12400
4681, Korea South,19,20900
4682,Porto-Novo,1920,9300
4683, Eritrea,20,22200
4684, Korea South,20,11600
4685, Afghanistan,20,6500
4686, Kosovo,19,12400
4687, Libya,19,6500
4688, Guam,19,5400
4689,Nassau,1940,20900
4690, Caribbean,19,11600
4691,Basseterre,1920,34400
4692, South Georgia,20,9300
4693, Curaçao,19,9300
4694, American Samoa,19,6500
4695, Saint-Barthelemy,19,25800
4696, Yemen,20,12400
4697, Finland,20,38600
4698, Brazil,19,12400
4699, British Indian Ocean Territory,20,17200
4700,El-Aaiun,1940,17200
4701, Poland,20,9000
4702,Athens,1930,11600
4703,Prague,1940,45500
4704,London,1900,9300
4705, Argentina,19,11600
4706, Cocos (Keeling) Islands,19,12400
4707, Bermuda,20,9300
4708,Bujumbura,1930,9300
4709, Saint Vincent And The Grenadines,20,12400
4710, Guadeloupe,19,17200
4711,Bishkek,1950,9300
4712, Italy,20,6500
4713, San Marino,19,25800
4714, Africa,21,6500
4715, Guadeloupe,20,6500
4716, Saint Pierre and Miquelon,20,43100
4717,Dodoma,1940,17200
4718, Mongolia,20,11600
4719, France,19,6500
4720, Belgium,19,11600
4721, Mexico,19,17200
4722, Pitcairn Island,19,20900
4723, Saint-Martin (French part),19,9300
4724,Beijing,1920,9300
4725, American Samoa,20,9000
4726, China,19,17200
4727," Bonaire, Sint Eustatius and Saba",20,5400
4728, Asia,21,11600
4729,Dakar,1930,20900
4730,Hanoi,1930,9000
4731,Zagreb,1950,3100
4732, Burundi,20,12400
4733, Slovenia,19,9300
4734,Brasilia,1920,20900
4735, Hungary,20,24100
4736, Morocco,20,9300
4737, Cuba,20,12400
4738,Malabo,1920,11600
4739, Montserrat,20,9000
4740, Australia,20,22200
4741,Kralendijk,1930,39500
4742, Saudi Arabia,20,6500
4743, France,19,9300
4744, Guatemala,19,11600
4745, Honduras,20,9300
4746,Pristina,1940,17200
4747, Paraguay,20,22200
4748,Muscat,1940,20900
4749, China,20,38600
4750,Rome,1920,5400
4751, Turkey,20,12400
4752,Funafuti,1930,24100
4753, Syria,20,9300
4754,Niamey,1940,20900
4755, Korea North,20,11600
4756, Sudan,20,20900
4757, Mauritius,20,9300
4758, Nepal,19,12400
4759,Kinshasa,1940,9000
4760,Vaduz,1950,12400
4761,Prague,1920,3100
4762,San Jose,1890,9300
4763, Trinidad And Tobago,19,11600
4764, Mauritania,19,20900
4765,Brazzaville,1920,9000
4766, Qatar,19,11600
4767, Africa,19,9000
4768,Nicosia,1930,9000
4769, Wallis And Futuna Islands,19,9000
4770, Colombia,20,9300
4771, Burundi,19,24100
4772, United Kingdom,19,20900
4773, Estonia,20,11600
4774, Virgin Islands (British),20,17200
4775, Malaysia,20,6500
4776, Saint Kitts And Nevis,19,24100
4777,Banjul,1900,9000
4778,Marigot,1900,9300
4779, Uzbekistan,19,9000
4780,Yamoussoukro,1910,12400
4781, Yemen,20,43100
4782, Saint Vincent And The Grenadines,20,12400
4783,Kingston,1940,9300
4784, Kyrgyzstan,20,24100
4785,Sofia,1920,9300
4786, Venezuela,19,12400
4787, France,20,9000
4788,Moscow,1940,34700
4789,Minsk,1920,20900
4790,Palikir,1930,9300
4791, Tajikistan,20,5400
4792,Kralendijk,1930,20900
4793, Botswana,19,9000
4794, Kosovo,19,3100
4795, Guadeloupe,19,9300
4796, Albania,20,11600
4797, Sudan,20,22200
4798,Vilnius,1910,17200
4799, Madagascar,20,9300
4800, Sierra Leone,19,6500
4801, Singapore,19,9300
4802,Canberra,1920,17200
4803, Falkland Islands,20,22200
4804, Vatican City State (Holy See),19,25800
4805, Papua new Guinea,19,5400
4806, United Kingdom,19,9300
4807, Algeria,20,17200
4808, Latvia,19,20900
4809,Roseau,1910,6500
4810, French Southern Territories,19,17200
4811, Slovakia,19,34400
4812,Lusaka,1930,17200
4813, Indonesia,20,5400
4814,Taipei,1890,9000
4815, Central African Republic,20,9000
4816, Costa Rica,20,3100
4817, Chile,20,43100
4818, Gambia The,20,9000
4819, Colombia,19,24100
4820,Bern,1940,12400
4821, Antigua And Barbuda,19,9000
4822,Prague,1940,20900
4823, El Salvador,20,11600
4824, Faroe Islands,20,12400
4825, Austria,19,9300
4826, Paraguay,20,6500
4827, Georgia,20,6500
4828, Norway,19,9300
4829, Eastern Africa,18,17200
4830, Fiji Islands,19,9300
4831,Macao,1900,6500
4832, Albania,20,9300
4833,Ankara,1920,17200
4834, Guatemala,20,9300
4835, Nepal,19,9000
4836,Bangkok,1940,20900
4837, Albania,20,22200
4838,Diego Garcia,1930,3100
4839, Western Sahara,19,20900
4840, Uruguay,20,34700
4841, Greece,19,9300
4842,Yerevan,1930,6500
4843,Port-aux-Francais,1930,22200
4844, Central America,21,6500
4845,Plymouth,1940,3100
4846, Switzerland,20,17200
4847, Wallis And Futuna Islands,20,9300
4848,Chisinau,1930,5400
4849,Andorra la Vella,1950,20900
4850, Nicaragua,19,11600
4851, Central African Republic,20,12400
4852, El Salvador,20,17200
4853,Paris,1930,25800
4854, Virgin Islands (US),19,9000
4855, Saudi Arabia,19,5400
4856, Reunion,19,12400
4857, Senegal,20,9300
4858, Colombia,20,5400
4859, Cocos (Keeling) Islands,20,9300
4860,Tokyo,1950,6500
4861, Burundi,20,6500
4862, Solomon Islands,20,39500
4863, Bahrain,20,12400
4864, Palestinian Territory Occupied,20,3100
4865, Congo,19,11600
4866, Norfolk Island,20,11600
4867,Cairo,1920,12400
4868, Liberia,19,9000
4869, Tonga,20,6500
4870,Port-au-Prince,1940,12400
4871, Zimbabwe,20,9300
4872, Taiwan,20,11600
4873,Buenos Aires,1940,11600
4874,Havana,1940,6500
4875, Gibraltar,20,24100
4876,Flying Fish Cove,1940,12400
4877, Australia,19,20900
4878,Guatemala City,1940,12400
4879, Afghanistan,20,42800
4880, Tunisia,20,9000
4881, French Guiana,20,11600
4882, Solomon Islands,19,5400
4883, Central African Republic,20,12400
4884, Tajikistan,19,24100
4885, Guinea,19,6500
4886, Hong Kong S.A.R.,19,6500
4887, Palau,20,34400
4888,Bujumbura,1960,9000
4889, Latvia,20,9300
4890, Austria,20,20900
4891,Warsaw,1920,6500
4892,Yaounde,1930,22200
4893, Curaçao,20,3100
4894,Accra,1940,9000
4895,Stockholm,1950,11600
4896, Sweden,20,9000
4897, Colombia,20,9000
4898, Costa Rica,20,20900
4899, Switzerland,19,9000
4900, Panama,20,24100
4901, Colombia,19,11600
4902, Chile,20,20900
4903, Israel,19,6500
4904,Stanley,1940,12400
4905, Nigeria,20,9300
4906,Skopje,1940,12400
4907,Athens,1910,11600
4908,Accra,1940,25800
4909, Puerto Rico,19,34400
4910, Lithuania,20,43100
4911,Athens,1910,9300
4912, Mexico,20,3100
4913,Canberra,1930,11600
4914, French Southern Territories,20,17200
4915, Chad,20,5400
4916, Barbados,20,20900
4917,Warsaw,1920,22200
4918, Denmark,20,5400
4919, American Samoa,20,20900
4920, Nicaragua,20,9300
4921, Western Sahara,20,43100
4922, Oman,19,12400
4923, Iceland,20,9300
4924, Tonga,20,9000
4925,Santo Domingo,1920,17200
4926, Algeria,20,9000
4927, Namibia,20,9300
4928, Mauritius,20,9300
4929,Moscow,1930,6500
4930, Virgin Islands (British),20,6500
4931, Christmas Island,20,6500
4932,Tehran,1920,22200
4933, Turkmenistan,19,12400
4934,Mata Utu,1920,20900
4935, Saint-Barthelemy,20,24100
4936, Algeria,19,25800
4937, Pakistan,20,9000
4938, Hong Kong S.A.R.,20,11600
4939, Latvia,20,9300
4940,Baku,1940,25800
4941, Virgin Islands (British),20,38600
4942, Bermuda,20,9000
4943, Anguilla,19,17200
4944, Trinidad And Tobago,19,9000
4945, Puerto Rico,20,24100
4946, Kazakhstan,20,25800
4947, Haiti,20,9300
4948, Uganda,20,9300
4949, New Zealand,20,17200
4950, Colombia,20,9000
4951, Fiji Islands,20,9000
4952,Nay Pyi Taw,1940,9300
4953,Ashgabat,1940,9000
4954, Micronesia,19,9000
4955, Hungary,20,6500
4956,Pago Pago,1930,9000
4957, Costa Rica,20,22200
4958, Lesotho,19,22200
4959, Svalbard And Jan Mayen Islands,20,22200
4960, Hungary,20,9300
4961, Virgin Islands (US),20,6500
4962, Suriname,20,43100
4963, United Kingdom,19,9300
4964, Lebanon,20,12400
4965," Bonaire, Sint Eustatius and Saba",20,5400
4966, Estonia,19,24100
4967, Cote D'Ivoire (Ivory Coast),19,42800
4968,Palikir,1940,17200
4969, Vanuatu,20,9300
4970, Cote D'Ivoire (Ivory Coast),19,9000
4971, Armenia,19,20900
4972, South America,21,9000
4973,Kinshasa,1930,25800
4974, Kazakhstan,20,20900
4975,Ankara,1940,9000
4976,Ashgabat,1930,20900
4977, Zimbabwe,20,9300
4978, Jersey,19,17200
4979,Muscat,1940,11600
4980, Niue,20,5400
4981, Andorra,19,17200
4982, Saint Helena,20,6500
4983, Europe,19,9300
4984, Morocco,19,6500
4985,Fort-de-France,1940,17200
4986, Sri Lanka,20,3100
4987, Montenegro,20,17200
4988, Singapore,19,5400
4989,Managua,1930,24100
4990, Guatemala,20,9000
4991,Mariehamn,1920,11600
4992,Tirana,1930,6500
4993, Iraq,19,9300
4994, Kosovo,19,3100
4995,Maputo,1930,6500
4996, Guernsey and Alderney,20,9000
4997, Haiti,20,9000
4998, Europe,21,6500
4999, Cuba,20,11600
5000,Banjul,1900,12400
5001, Lesotho,19,17200
5002,Moscow,1930,24100
5003, Brazil,19,11600
5004, United States,20,20900
5005, Lebanon,20,22200
5006, Japan,20,25800
5007, Ukraine,19,3100
5008,Oranjestad,1930,9000
5009, Germany,19,25800
5010, Georgia,19,24100
5011,Vatican City,1940,9300
5012,Tripolis,1930,9300
5013, Sri Lanka,20,17200
5014,Prague,1940,9300
5015, Senegal,20,5400
5016,Guatemala City,1940,12400
5017, France,20,5400
5018,Porto-Novo,1930,12400
5019, Pakistan,20,12400
5020, Faroe Islands,20,20900
5021, Armenia,20,9300
5022,"Douglas, Isle of Man",1930,11600
5023,Banjul,1930,9000
5024, Japan,19,9300
5025,Malabo,1920,11600
5026, Bhutan,20,9000
5027, Chad,20,5400
5028,Diego Garcia,1900,45500
5029, Turks And Caicos Islands,20,9300
5030, Faroe Islands,19,5400
5031, Uruguay,20,11600
5032, Russia,19,9300
5033, Uganda,19,6500
5034,Skopje,1960,20900
5035, Puerto Rico,20,6500
5036, Armenia,20,6500
5037, South Africa,20,22200
5038, Greenland,19,20900
5039,Roseau,1900,9300
5040, Nigeria,19,9300
5041, Cameroon,20,5400
5042,Kigali,1920,3100
5043, Czech Republic,20,11600
5044, Asia,21,9300
5045,Libreville,1940,20900
5046,Vaduz,1950,9300
5047, Micronesia,19,20900
5048, Suriname,20,9300
5049, French Guiana,19,9000
5050, Sao Tome and Principe,19,9300
5051,Macao,1900,9300
5052, Togo,20,34400
5053,Quito,1930,17200
5054, Sierra Leone,20,17200
5055,Dushanbe,1930,9000
5056,Tripolis,1930,5400
5057, Cook Islands,19,17200
5058, Hungary,19,3100
5059, Croatia (Hrvatska),19,6500
5060,Noumea,1940,5400
5061, Saint Vincent And The Grenadines,20,39500
5062, Antigua And Barbuda,20,9300
5063, Pakistan,20,12400
5064, Morocco,19,9300
5065,Lusaka,1930,12400
5066,Vaduz,1920,17200
5067, Suriname,20,20900
5068, Saint Kitts And Nevis,20,25800
