,city,decade,Income ($)
2089,Cairo,1920,6500
2090,Malabo,1880,9300
2091,Ulan Bator,1930,24100
2092,Longyearbyen,1880,6500
2093,Vaduz,1920,6500
2094,Dakar,1920,34400
2095,Sarajevo,1910,11600
2096,Athens,1890,20900
2097,Gibraltar,1930,12400
2098,Rabat,1940,9300
2099,Amsterdam,1880,9300
2100,Belmopan,1890,6500
2101,Bridgetown,1890,6500
2102,Reykjavik,1900,9300
2103,Kinshasa,1920,12400
2104,Cayenne,1900,22200
2105,London,1910,25800
2106,Jamestown,1940,24100
2107, Africa,19,24100
2108,Caracas,1900,20900
2109,Manama,1810,9300
2110,Hanoi,1880,3100
2111,Guatemala City,1910,9300
2112,Sarajevo,1880,9000
2113,Brazzaville,1930,9300
2114,Damascus,1890,12400
2115,Bratislava,1930,12400
2116,Macao,1900,9300
2117,Diego Garcia,1950,38600
2118,Gibraltar,1900,12400
2119,Saint Helier,19,11600
2120,Luanda,1900,17200
2121,Dili,1960,9000
2122,Thimphu,1910,6500
2123,Brussels,1920,43100
2124,Nassau,1940,9000
2125,Pristina,1910,22200
2126,Windhoek,1930,22200
2127,Baghdad,1890,20900
2128,Oslo,1950,34400
2129,Manama,1940,9300
2130, Western Europe,20,9300
2131,Suva,1860,11600
2132,Kiev,1900,42800
2133,Canberra,1910,34400
2134,Kathmandu,1890,22200
2135,Hanoi,1920,9300
2136,Bucharest,1910,5400
2137,Singapur,19,24100
2138,Tokyo,1890,34400
2139,Guatemala City,19-20,9300
2140,San Marino,1890,9300
2141,Luanda,1870,12400
2142,Addis Ababa,1860,9300
2143,Monaco,1920,22200
2144,Yamoussoukro,1930,11600
2145,Bratislava,1920,6500
2146,Mariehamn,1890,9000
2147,Wellington,1940,20900
2148,Vienna,1860,22200
2149,Skopje,1810,25800
2150,"Douglas, Isle of Man",1910,24100
2151,Cockburn Town,1830,6500
2152,Moscow,1900,9000
2153,Athens,1910,9300
2154,Nassau,1930,11600
2155,Gustavia,1900,20900
2156,Phnom Penh,2000,9000
2157,Saint Helier,1910,11600
2158,Santiago,1870,11600
2159,Taipei,1930,5400
2160,Asuncion,1920,5400
2161,Stockholm,1920,11600
2162,Brazzaville,1920,9000
2163,Astana,1930,9000
2164,Copenhagen,1900,9000
2165,Chisinau,1920,9000
2166,Port-aux-Francais,1950,22200
2167,Pago Pago,1900,11600
2168,Kigali,1920,25800
2169,Sanaa,1940,17200
2170,Bratislava,1890,9000
2171,Gustavia,1920,12400
2172,Bishkek,1890,20900
2173,Banjul,1950,12400
2174,Nuku'alofa,1920,5400
2175,Kingstown,1900,9300
2176,Mbabane,1940,9300
2177,Singapur,1890,9300
2178,Guatemala City,1940,24100
2179,Addis Ababa,1910,5400
2180,Papeete,1900,9300
2181,"Douglas, Isle of Man",1930,9300
2182,Paramaribo,1830,6500
2183,Bangui,1820,11600
2184,Philipsburg,1920,11600
2185,Thimphu,1900,9300
2186,Skopje,1920,6500
2187,Suva,1890,3100
2188,St. George's,1940,6500
2189,Vilnius,1910,20900
2190,Canberra,1890,22200
2191,Nuuk,1950,43100
2192,Avarua,1990,9000
2193,Beirut,1940,9000
2194,George Town,1870,3100
2195,Libreville,1950,17200
2196,Rabat,1930,20900
2197,Madrid,1880,11600
2198,Port Louis,1900,5400
2199,Pago Pago,1910,17200
2200,Taipei,1900,12400
2201,Basseterre,1940,5400
2202,Tokyo,1910,5400
2203,Astana,1890,39500
2204,Brazzaville,1930,9300
2205,Ulan Bator,1940,6500
2206,Funafuti,1920,12400
2207,Cayenne,1920,5400
2208,Male,1920,6500
2209,San Salvador,1920,12400
2210,Banjul,1880,6500
2211,Minsk,1940,6500
2212,Bern,1990,17200
2213,Kinshasa,1900,9300
2214,Kingston,1900,9300
2215,Maputo,1910,9000
2216,El-Aaiun,1920,12400
2217,Washington,1920,9300
2218,Monrovia,1940,38600
2219,Ulan Bator,1890,22200
2220,Taipei,1920,5400
2221,San Jose,1930,17200
2222,Port Vila,1930,9300
2223,Phnom Penh,1930,43100
2224, Central America,21,5400
2225,Male,1930,9000
2226,Ljubljana,1870,9000
2227,Madrid,1860,11600
2228,Yaren,1930,17200
2229,Palikir,1910,9000
2230,Stockholm,1950,9300
2231,Basse-Terre,19-20,9300
2232,Dublin,1930,12400
2233,Podgorica,1910,9000
2234,Lilongwe,1910,5400
2235,Pyongyang,1940,17200
2236,Singapur,2010,3100
2237,Manama,19,9300
2238,Port-aux-Francais,20,17200
2239,Buenos Aires,1920,5400
2240,Taipei,1890,20900
2241,Tokyo,1810,22200
2242,Pago Pago,1950,6500
2243,Libreville,1860,9300
2244,Lome,1920,20900
2245,Palikir,1870,20900
2246,Papeete,1920,12400
2247,Tashkent,1890,9000
2248,Marigot,1920,9300
2249,Vientiane,1900,17200
2250,Pyongyang,1870,38600
2251,Kingstown,1790,24100
2252,Monaco,1890,12400
2253,Montevideo,1900,6500
2254,Macao,1930,9000
2255,Nay Pyi Taw,1850,9000
2256,Mbabane,1940,12400
2257,London,1880,12400
2258,Lusaka,1930,9300
2259,Caracas,2000,22200
2260,Khartoum,1890,20900
2261,Lome,1890,25800
2262,Tegucigalpa,1930,17200
2263,St. George's,19-20,25800
2264,Hong Kong,1930,25800
2265,Kuala Lumpur,1920,12400
2266,Moscow,1890,5400
2267,Zagreb,1880,12400
2268,Kuala Lumpur,19,9300
2269,Saipan,1900,39500
2270,Roseau,19-20,20900
2271,Paris,19,17200
2272,Hong Kong,1950,9300
2273,Minsk,1920,6500
2274,Sofia,1940,11600
2275,Reykjavik,1920,11600
2276,Saint-Denis,1910,24100
2277,Lima,1880,5400
2278,Pristina,1930,9000
2279,Hanoi,19,34400
2280,Willemstad,1850,11600
2281,Banjul,1900,5400
2282,Dublin,1880,9000
2283,Santiago,1870,25800
2284,Valletta,1910,12400
2285,Seoul,1950,11600
2286,East Jerusalem,1940,17200
2287,Hanoi,1930,9300
2288,Willemstad,1910,17200
2289,Prague,1910,20900
2290,Ouagadougou,1920,22200
2291,Jerusalem,1890,11600
2292,Tunis,1880,6500
2293,Nuuk,1920,9000
2294,Djibouti,1910,34400
2295,Dhaka,1950,9000
2296,Moscow,1900,9300
2297,San Salvador,1940,9000
2298,Lisbon,1910,6500
2299,Bissau,1850,9300
2300,Flying Fish Cove,1860,24100
2301,Gustavia,1930,9300
2302,Manila,1940,6500
2303,Lima,1920,9300
2304,Asuncion,1870,17200
2305,Bridgetown,1920,25800
2306,Sarajevo,1900,38600
2307,Caracas,1900,9000
2308,Maputo,1940,12400
2309,Cockburn Town,18,11600
2310,Vienna,19,25800
2311,Freetown,1930,11600
2312,Copenhagen,1900,11600
2313,Mata Utu,1940,6500
2314,Pretoria,1890,9300
2315,Athens,1910,38600
2316,Vatican City,1870,17200
2317,Mariehamn,1830,17200
2318,Dakar,1890,12400
2319,Lilongwe,1900,24100
2320,Philipsburg,1860,22200
2321,Nouakchott,1880,6500
2322,Nicosia,1960,17200
2323,Santo Domingo,1860,9300
2324,Funafuti,1810,24100
2325,Washington,1910,9300
2326,Honiara,1940,11600
2327,Yerevan,1930,9300
2328,Kabul,1940,43100
2329,Torshavn,1940,9300
2330,Bratislava,1900,22200
2331,Beirut,1820,39500
2332,Lome,1890,17200
2333,Santiago,1940,3100
2334,Managua,1870,20900
2335,Copenhagen,1930,25800
2336, Western Europe,20,5400
2337,Malabo,1900,24100
2338,Ouagadougou,1860,38600
2339,Berlin,1920,20900
2340,George Town,1920,12400
2341,Port Louis,1900,11600
2342,Amsterdam,1830,22200
2343,St Peter Port,1930,17200
2344,Vienna,20,20900
2345,Ulan Bator,1940,9000
2346,Juba,1920,9000
2347,Berlin,1930,9000
2348,Singapur,1940,9300
2349,Buenos Aires,1930,11600
2350,San Salvador,1920,9000
2351,St. John's,1910,11600
2352,Sanaa,1940,9300
2353,Abuja,2000,11600
2354,Roseau,1900,20900
2355,Juba,1890,25800
2356,Hamilton,1940,12400
2357,Minsk,1920,17200
2358,Bogota,19-20,9000
2359,Tashkent,1880,39500
2360,Nouakchott,1890,6500
2361,Asuncion,19-20,6500
2362,Warsaw,1900,6500
2363,Kuwait City,1920,17200
2364,Funafuti,1910,24100
2365,Porto-Novo,1950,9000
2366,Manama,1940,11600
2367,Buenos Aires,1870,43100
2368,Accra,1930,34400
2369,Zagreb,1940,17200
2370,Athens,1890,3100
2371,Conakry,1900,22200
2372,Valletta,1940,9300
2373,Majuro,1920,9300
2374,Montevideo,1930,5400
2375,Copenhagen,1890,12400
2376,Nairobi,1900,9000
2377,San Jose,1890,6500
2378,Copenhagen,1890,12400
2379,Colombo,1910,12400
2380,Sanaa,1870,22200
2381,Noumea,1940,11600
2382,Conakry,1940,25800
2383,Vatican City,1900,11600
2384,Honiara,1880,6500
2385,Male,1940,24100
2386,Bishkek,1930,12400
2387,Bucharest,1930,20900
2388,Avarua,1930,11600
2389, Africa,19,12400
2390,Dakar,1790,9300
2391,Luxembourg,1880,11600
2392,Avarua,1920,9300
2393,Kingstown,1920,9300
2394,Saint-Denis,1870,11600
2395,N'Djamena,1900,9000
2396,Lisbon,1930,17200
2397,Ottawa,1910,3100
2398,Ljubljana,1940,9300
2399,Berlin,20,6500
2400,Colombo,1930,5400
2401,St Peter Port,1950,20900
2402,Bridgetown,1860,11600
2403,Djibouti,1940,38600
2404,Saint-Pierre,1910,9000
2405,Torshavn,1910,42800
2406,Adamstown,1870,3100
2407,Nuuk,1940,3100
2408,Tirana,1870,34400
2409,Saint Helier,1940,9000
2410,Helsinki,1930,22200
2411,Nassau,1930,9000
2412, Eastern Europe,18,6500
2413,Phnom Penh,1930,9300
2414,Yaren,1930,24100
2415,Tirana,1870,6500
2416,Dushanbe,1870,9300
2417,Charlotte Amalie,1940,42800
2418,Mogadishu,1930,9300
2419,Athens,1890,22200
2420,Brazzaville,1940,9000
2421,Mamoudzou,1900,5400
2422,West Island,1940,12400
2423,Sarajevo,1910,12400
2424,Libreville,1910,11600
2425,Mata Utu,1900,9000
2426,Rabat,1930,6500
2427,Nay Pyi Taw,1910,11600
2428,Saipan,1910,24100
2429,New Delhi,1920,12400
2430,Jerusalem,1860,9000
2431,Santiago,1880,11600
2432,Philipsburg,1940,25800
2433,Marigot,1940,20900
2434,Baku,1890,39500
2435,Tokyo,1890,22200
2436,Grytviken,1940,5400
2437,Moroni,2010,17200
2438,Doha,1930,39500
2439,Monaco,1890,9000
2440,Kingston,1950,39500
2441,Copenhagen,1790,17200
2442,Castries,1940,3100
2443,Hamilton,1880,9300
2444,The Valley,1950,22200
2445,Bissau,1930,6500
2446,Banjul,1920,9000
2447,Nassau,1880,9300
2448,Abu Dhabi,1910,9300
2449,Ashgabat,1870,9300
2450,Paris,1930,9000
2451,Kingston,1870,20900
2452,Bishkek,1920,22200
2453, Africa,19,38600
2454,Bridgetown,1920,17200
2455,Phnom Penh,1900,9300
2456,Monaco,1900,20900
2457,Baku,1890,20900
2458,Longyearbyen,1890,9300
2459,Willemstad,1880,11600
2460,Roseau,1910,9300
2461,Lusaka,1920,9000
2462,Mariehamn,1940,39500
2463,Quito,1930,5400
2464,Brazzaville,1920,9000
2465,El-Aaiun,1940,17200
2466,Dushanbe,1860,9000
2467,Minsk,1930,9000
2468,Oslo,1930,9300
2469,Fort-de-France,1930,5400
2470,Addis Ababa,1930,9300
2471,Baghdad,1910,9300
2472,Longyearbyen,1880,12400
2473,Panama City,1940,9300
2474,New Delhi,1910,25800
2475,Mariehamn,1900,5400
2476,Phnom Penh,2000,20900
2477,Mata Utu,1890,22200
2478,Seoul,1940,9300
2479,Prague,1880,11600
2480,Djibouti,1920,11600
2481,Tripolis,1930,34400
2482,Riga,1910,9300
2483,Papeete,1930,42800
2484,Port Vila,1940,9300
2485,Jerusalem,1920,11600
2486,Monrovia,1920,9000
2487,Gustavia,19-20,9300
2488,Monrovia,1880,12400
2489,Jamestown,1920,12400
2490,Windhoek,1940,20900
2491,East Jerusalem,1940,3100
2492,Santo Domingo,1920,9000
2493,Hagatna,1940,17200
2494,Berlin,1940,5400
2495,Port Louis,1940,17200
2496,Tokyo,1910,9300
2497,Yaounde,1930,9000
2498,Kathmandu,1930,9000
2499,Bandar Seri Begawan,1930,9300
2500,Accra,1920,22200
2501,Gaborone,1950,20900
2502,Yaounde,1940,11600
2503,Khartoum,1940,12400
2504,Libreville,1900,24100
2505,Muscat,1950,3100
2506,Cayenne,1920,24100
2507,Warsaw,1920,5400
2508,Basseterre,1910,11600
2509,Sarajevo,1950,17200
2510,Vilnius,1900,9300
2511,Basse-Terre,1920,11600
2512,Paris,1900,24100
2513,Grytviken,1910,34400
2514,Yaren,1920,17200
2515,Canberra,1920,11600
2516,Kingstown,1920,9300
2517,Male,1930,6500
2518,Astana,1930,20900
2519,Jakarta,1920,9300
2520,Tunis,1930,9000
2521,Nicosia,1970,9300
2522,Colombo,1920,9300
2523,Torshavn,1820,20900
2524,Belgrade,1920,34700
2525,Saint-Denis,1930,17200
2526,Bamako,1930,12400
2527,Accra,1930,9300
2528,Monrovia,1920,11600
2529,Vaduz,1930,11600
2530,Taipei,1820,12400
2531,Lima,1940,17200
2532,Grytviken,1910,12400
2533,Sarajevo,1880,9300
2534,Stockholm,1940,9000
2535,Banjul,1930,5400
2536,Podgorica,1940,20900
2537,Tehran,1920,11600
2538,Suva,1950,11600
2539,Gustavia,1920,49000
2540,Saint-Pierre,1910,12400
2541,Niamey,1900,9000
2542,Nuku'alofa,1930,6500
2543,Kabul,1910,11600
2544,Washington,1920,17200
2545,Longyearbyen,1930,9000
2546,Flying Fish Cove,1930,9000
2547,Malabo,1940,9300
2548,Reykjavik,1940,9300
2549,Charlotte Amalie,1940,9300
2550,Georgetown,1970,24100
2551,Funafuti,1910,12400
2552,Algiers,1930,9000
2553,Niamey,1840,12400
2554,Ulan Bator,1920,9300
2555,Nouakchott,1870,17200
2556,Dakar,1890,9300
2557,Madrid,1930,17200
2558,Nouakchott,1890,42800
2559,Funafuti,1900,9300
2560,Luxembourg,1860,9300
2561,Brazzaville,1820,20900
2562,Santiago,1990,12400
2563,Podgorica,1930,6500
2564,Beirut,1930,9300
2565,Cairo,1880,11600
2566,Cayenne,1970,17200
2567,Copenhagen,1920,12400
2568,Washington,1920,6500
2569,Flying Fish Cove,1940,5400
2570,Tbilisi,1890,9300
2571,Cayenne,1890,9000
2572,Caracas,1940,11600
2573,Tokyo,1870,11600
2574,Nouakchott,1920,9300
2575,Plymouth,1880,17200
2576,Berlin,1920,11600
2577,Bangkok,1880,3100
2578,Pyongyang,1930,5400
2579,Port Moresby,19,9300
2580,Managua,1940,9000
2581,Adamstown,19,6500
2582,Gaborone,1870,20900
2583,Havana,1920,17200
2584,Vientiane,1940,20900
2585,Brussels,1860,9300
2586,Beirut,1890,24100
2587,Pyongyang,1890,20900
2588,Malabo,1940,12400
2589,Kampala,1940,9000
2590,Tunis,1920,11600
2591,Cockburn Town,1950,25800
2592,Bern,1940,17200
2593,Diego Garcia,1790,9300
2594,New Delhi,1900,6500
2595,Budapest,1940,11600
2596,Mbabane,20,17200
2597,Islamabad,1880,6500
2598,Pretoria,1880,9000
2599,Bern,1920,9300
2600,Asuncion,1930,24100
2601,San Jose,1900,25800
2602,Lusaka,1910,11600
2603,Nouakchott,1960,17200
2604,Sofia,1930,11600
2605,Beirut,1870,5400
2606,Longyearbyen,1870,24100
2607,Minsk,1920,20900
2608,Melekeok,1920,9300
2609, Africa,19,9000
2610,Tarawa,1930,3100
2611,Nay Pyi Taw,1910,39500
2612,Zagreb,1900,34400
2613,Ulan Bator,1920,34400
2614,Libreville,1910,12400
2615,Diego Garcia,1930,5400
2616,Belgrade,1930,38600
2617,Porto-Novo,1910,6500
2618,Tripolis,1930,11600
2619,Stanley,1930,22200
2620,Santiago,1920,22200
2621,Majuro,1910,6500
2622,N'Djamena,1880,25800
2623,Sanaa,19,3100
2624,San Marino,1890,9000
2625,Hagatna,1900,9300
2626,Islamabad,1880,20900
2627,Monrovia,1890,3100
2628,Gibraltar,1910,17200
2629,Sao Tome,1930,20900
2630,Belmopan,1860,9300
2631,Andorra la Vella,1940,24100
2632,Manama,1900,20900
2633,Bucharest,1920,9300
2634,Quito,1910,12400
2635,"Douglas, Isle of Man",1930,11600
2636,Bern,1910,9300
2637,Madrid,1940,17200
2638,Mogadishu,1900,9000
2639,Mogadishu,1900,12400
2640,Port of Spain,1880,11600
2641,Lima,1900,9300
2642,Andorra la Vella,1920,20900
2643,Suva,1910,9300
2644,Doha,1930,9300
2645,Ulan Bator,1930,9000
2646,Seoul,1900,9000
2647,Athens,1900,12400
2648,Tarawa,1900,11600
2649,Brazzaville,1940,9300
2650,Dushanbe,1920,12400
2651,Brussels,1900,42800
2652, Africa,19,12400
2653,Pretoria,1930,5400
2654,Kingston,1920,11600
2655,Jerusalem,1920,9000
2656,Luanda,1940,3100
2657,Grytviken,1910,9300
2658,Basse-Terre,1930,5400
2659,Luanda,1910,9300
2660,Hagatna,19,9000
2661,Belgrade,1920,20900
2662,Asuncion,1860,17200
2663,Hamilton,1860,39500
2664,Kabul,19,20900
2665,Nouakchott,1930,12400
2666,Thimphu,1920,20900
2667,Belgrade,1970,6500
2668,Nuuk,1930,9300
2669,Bern,1880,12400
2670,East Jerusalem,1890,9300
2671,Dakar,1930,9000
2672,Lima,1930,5400
2673,Podgorica,1900,20900
2674,Suva,1910,9300
2675,Copenhagen,1940,43100
2676,Lome,1950,11600
2677,Tehran,1940,20900
2678,Kinshasa,1920,9000
2679,Stanley,1950,9000
2680,Minsk,1900,6500
2681,Amman,1940,34400
2682,Bissau,1910,34400
2683,Phnom Penh,1930,6500
2684,Addis Ababa,1900,12400
2685,Sao Tome,1900,9300
2686,Berlin,1960,22200
2687,Riga,1850,12400
2688,Taipei,1920,9000
2689,Dhaka,1880,20900
2690,Dili,1930,9300
2691,Reykjavik,1910,22200
2692,London,1920,42800
2693,Vaduz,1920,9300
2694,San Juan,1790,20900
2695,Melekeok,1920,3100
2696,Macao,1950,20900
2697,Dili,1880,12400
2698,Basse-Terre,1920,25800
2699,Kuala Lumpur,1880,12400
2700,Ulan Bator,1930,9300
2701,Djibouti,1930,12400
2702,Asmara,1880,5400
2703,Torshavn,1820,17200
2704,Bujumbura,1930,17200
2705,Bridgetown,1890,25800
2706,Palikir,1930,17200
2707,Prague,1890,12400
2708, Africa,19,9000
2709,George Town,1930,20900
2710,Manama,1920,5400
2711,Funafuti,1810,9300
2712,Kingston,1990,9000
2713,Conakry,1940,9300
2714,Victoria,1940,24100
2715,Manama,1860,5400
2716,Jerusalem,1940,9000
2717,Juba,20,9300
2718,Bissau,1890,3100
2719,Bangui,1860,22200
2720,Addis Ababa,1920,9000
2721,Alofi,1950,11600
2722,Windhoek,1900,12400
2723,Noumea,1940,11600
2724,Male,1920,20900
2725,Yamoussoukro,1910,3100
2726,Stanley,1900,3100
2727,Thimphu,1900,11600
2728,Asuncion,1860,9300
2729,Castries,1900,9300
2730,Harare,1930,34700
2731,Islamabad,1900,9300
2732,Ashgabat,19,11600
2733,Amsterdam,1860,6500
2734,Victoria,1940,22200
2735,Belgrade,1910,9300
2736,Brazzaville,1890,25800
2737,Willemstad,1940,22200
2738,Oslo,1880,39500
2739,Nay Pyi Taw,1880,9000
2740,El-Aaiun,1950,6500
2741,Ouagadougou,1900,9300
2742,Djibouti,1910,9300
2743,Monrovia,1930,9300
2744,Pretoria,1890,9300
2745,Santiago,1890,34400
2746,Monaco,1940,12400
2747,Sao Tome,1950,5400
2748,Yerevan,1940,24100
2749,Skopje,1920,9000
2750,Dushanbe,1930,11600
2751,New Delhi,1920,38600
2752,Cairo,1920,3100
2753,Georgetown,1930,22200
2754,Bratislava,1910,9300
2755,Jerusalem,1940,20900
2756,Tallinn,1940,25800
2757,San Juan,1910,6500
2758,Male,1920,12400
2759,Manila,1920,11600
2760,Castries,1880,25800
2761,Amman,1930,6500
2762,Montevideo,1930,20900
2763,Saint Helier,1940,6500
2764,Taipei,1920,5400
2765,Santiago,1940,9000
2766,Port-au-Prince,1900,5400
2767,Yaounde,1930,9000
2768,Hagatna,1920,20900
2769,Djibouti,1810,9300
2770,George Town,1910,9000
2771,Georgetown,1930,20900
2772,Gibraltar,1930,5400
2773,Reykjavik,1870,20900
2774,Castries,1910,11600
2775,El-Aaiun,1900,12400
2776,Bogota,1920,9300
2777,Reykjavik,1920,6500
2778,Suva,1860,6500
2779,Podgorica,1950,6500
2780,Male,1940,17200
2781,Beijing,1930,12400
2782,Zagreb,1920,9300
2783,Charlotte Amalie,1870,25800
2784,Gustavia,1940,9000
2785,Tashkent,1890,25800
2786,Kingstown,1930,17200
2787,Lome,1940,25800
2788,Nouakchott,1920,11600
2789,Asmara,1930,17200
2790,Plymouth,1910,11600
2791,Road Town,1920,9000
2792,Saint-Pierre,1880,22200
2793,Mariehamn,1930,20900
2794,Ottawa,1850,11600
2795,Malabo,1920,20900
2796,Djibouti,1940,12400
2797,Libreville,1900,9300
2798,Accra,1870,22200
2799,Nouakchott,1930,17200
2800,Brazzaville,1930,42800
2801,Rome,1870,6500
2802,Chisinau,1910,11600
2803,Athens,1930,24100
2804,St. John's,1920,9300
2805,Hanoi,1920,39500
2806,Port-au-Prince,1940,11600
2807,Dakar,1920,12400
2808,Tbilisi,1880,12400
2809,Havana,1920,9000
2810,New Delhi,1910,17200
2811,Pyongyang,1880,9300
2812,San Juan,1950,12400
2813,The Valley,1920,9300
2814,Astana,1890,9300
2815,Vaduz,1860,9000
2816,Pretoria,1900,12400
2817,Kampala,1850,17200
2818,Noumea,1940,9300
2819,Skopje,1940,9300
2820,Pristina,1890,22200
2821, South America,19-20,9000
2822,Thimphu,1920,3100
2823,Podgorica,1890,17200
2824,The Valley,1930,9300
2825,Bratislava,1910,25800
2826,Majuro,1910,9000
2827,Tarawa,1950,5400
2828,Harare,1920,9000
2829,Moscow,1930,11600
2830,Tarawa,1950,9300
2831,Hanoi,1930,3100
2832,Vatican City,1930,22200
2833,Libreville,1950,6500
2834,Ulan Bator,1860,20900
2835,Baku,1930,17200
2836,Mogadishu,1930,6500
2837,Ottawa,1930,9300
2838,Alofi,1920,6500
2839,East Jerusalem,1910,12400
2840,Windhoek,1920,43100
2841,San Jose,1890,9300
2842,Brazzaville,1920,25800
2843,N'Djamena,1910,9000
2844,Phnom Penh,1920,6500
2845,San Salvador,1940,11600
2846,Charlotte Amalie,1960,11600
2847,Pristina,19,6500
2848,Noumea,1910,9000
2849,Reykjavik,1800,12400
2850,Melekeok,19,11600
2851,N'Djamena,1940,12400
2852,Managua,1900,17200
2853,East Jerusalem,1910,11600
2854,Rabat,1930,17200
2855,Basseterre,1860,9300
2856,Beirut,1930,20900
2857,Guatemala City,1880,17200
2858,Valletta,1910,5400
2859,Lusaka,1870,22200
2860,Antananarivo,1920,17200
2861,Doha,1860,6500
2862,Melekeok,1910,12400
2863,Port-aux-Francais,1910,9000
2864,Algiers,1920,20900
2865,Hong Kong,1940,17200
2866,Minsk,1890,3100
2867,Palikir,1940,12400
2868,Moscow,1920,9000
2869,El-Aaiun,1930,34400
2870,Bandar Seri Begawan,1930,42800
2871,Ljubljana,1980,20900
2872,Santo Domingo,1910,17200
2873,Amsterdam,1900,22200
2874,Yaounde,1910,12400
2875,Vilnius,1910,9000
2876,Port-au-Prince,1840,20900
2877,Prague,1930,43100
2878,San Marino,1870,9300
2879,Tunis,1950,9300
2880,Panama City,1900,9000
2881,Hamilton,1940,34700
2882,Suva,1930,9000
2883,Lusaka,1940,6500
2884,Ashgabat,1930,12400
2885,Colombo,1930,24100
2886,Dushanbe,1930,11600
2887,Budapest,1950,6500
2888,Sucre,1890,25800
2889,Gibraltar,1940,34400
2890,Vaduz,1940,9000
2891,Bamako,1920,22200
2892,Helsinki,1920,9300
2893,San Marino,1930,5400
2894,Taipei,1900,45500
2895,Phnom Penh,1920,5400
2896,Paramaribo,1920,6500
2897,Macao,1930,24100
2898,Manila,1900,11600
2899,Doha,1870,11600
2900,Damascus,1920,9000
2901,Bern,1920,12400
2902,Kingstown,1940,25800
2903,Bamako,1910,22200
2904,Wellington,1900,5400
2905,Bogota,1820,11600
2906,Kingston,1910,22200
2907,Vienna,1940,12400
2908,Bamako,1910,22200
2909,Lisbon,1930,9000
2910,Thimphu,1880,12400
2911,San Marino,1880,11600
2912,Astana,1910,9000
2913,Guatemala City,1880,9300
2914,Port Louis,1880,17200
2915,Minsk,19,25800
2916,Nuku'alofa,1920,24100
2917,Riyadh,1940,12400
2918,Wellington,1900,9300
2919,Malabo,1890,6500
2920,Yaren,1880,42800
2921,Panama City,1920,12400
2922,Grytviken,19-20,20900
2923,Bern,1940,24100
2924, Western Asia,21,9300
2925,Vienna,19,12400
2926,Monrovia,1930,17200
2927,Marigot,1930,17200
2928,Mariehamn,1920,9000
2929,Manila,1930,6500
2930,Nicosia,1890,9300
2931,Tunis,1930,9000
2932,Vatican City,1920,5400
2933,Suva,1900,9000
2934,Thimphu,1860,11600
2935,Dhaka,1870,17200
2936,Pago Pago,1790,5400
2937,Asuncion,1930,11600
2938,Oranjestad,19-20,20900
2939,Mata Utu,1920,12400
2940, Africa,18,22200
2941,Washington,18,20900
2942,Port Vila,19,25800
2943,Skopje,1940,20900
2944,Praia,1900,11600
2945,Guatemala City,1920,22200
2946,Bogota,1870,9000
2947,Male,1910,22200
2948,Kinshasa,1920,12400
2949,Praia,1930,17200
2950,Quito,1930,12400
2951,Paramaribo,1930,9000
2952,Reykjavik,1850,9300
2953,San Salvador,1900,3100
2954,Prague,19,11600
2955,Jerusalem,1860,17200
2956,Valletta,1930,20900
2957,Road Town,1920,9300
2958,Accra,1940,3100
2959,Funafuti,1940,24100
2960,Dili,1930,5400
2961,Gaborone,1870,34400
2962,Mata Utu,1920,22200
2963,Nouakchott,20,22200
2964,Saipan,1910,11600
2965,Canberra,1920,3100
2966,Manama,1880,24100
2967,Macao,1900,9300
2968,Nairobi,1940,9300
2969,Amsterdam,1930,20900
2970,Conakry,1880,6500
2971,Skopje,1920,34400
2972,San Jose,1890,11600
2973,Andorra la Vella,1880,9000
2974,Kingston,1860,20900
2975,Kathmandu,1930,17200
2976,Singapur,1860,20900
2977,Tbilisi,1930,6500
2978,Bujumbura,2010,5400
2979,Montevideo,1950,9300
2980,Mata Utu,1910,17200
2981,Cayenne,1900,12400
2982,Lima,1890,9000
2983,Maseru,1940,9000
2984,Quito,1980,12400
2985,Tallinn,1930,20900
2986,Addis Ababa,1820,9000
2987,Luxembourg,1910,6500
2988,Malabo,1900,9300
2989,Taipei,1890,9000
2990,Kingstown,1900,43100
2991,Ljubljana,1930,20900
2992,Asmara,1930,9000
2993,Vaduz,1930,9300
2994,Warsaw,1890,20900
2995,Andorra la Vella,1910,11600
2996,Kinshasa,1900,25800
2997,Vienna,1900,11600
2998,Stanley,1940,6500
2999,El-Aaiun,1930,5400
3000,Ankara,1930,38600
3001,Maputo,1930,3100
3002,San Marino,1920,12400
3003,Manila,1900,12400
3004,New Delhi,1920,9000
3005,Diego Garcia,1920,12400
3006,Kralendijk,1940,34700
3007,Valletta,1920,17200
3008,Papeete,1920,9000
3009,Georgetown,1840,11600
3010,Addis Ababa,1890,9000
3011,Ulan Bator,1870,22200
3012,Plymouth,1890,11600
3013,Georgetown,1900,11600
3014,Chisinau,1920,11600
3015,San Salvador,1900,22200
3016,Jerusalem,1940,25800
3017,Santiago,1900,9300
3018,Seoul,1890,9300
3019,Kingston,1840,6500
3020,Noumea,1900,20900
3021,Freetown,1870,9300
3022, Northern Europe,21,3100
3023,Pyongyang,19,20900
3024,London,1860,6500
3025,Hamilton,1880,11600
3026,Saint-Pierre,1920,3100
3027,Suva,1910,9000
3028,Sarajevo,1920,11600
3029,Funafuti,1940,6500
3030,Ottawa,1890,25800
